,canonical_Smiles,pIC50,pIC50,pIC50
,,mean,median,var
779,CN(CCCCCCCCOc1cc(O)c2c(=O)c3ccccc3oc2c1)Cc1ccc(O)cc1,2.756713853916554,2.756713853916554,
780,CN(CCCCCCCCOc1cc(O)c2c(=O)c3ccccc3oc2c1)Cc1cccc(O)c1,2.622147580993245,2.622147580993245,
781,CN(CCCCCCCOc1cc(O)c2c(=O)c3ccccc3oc2c1)Cc1ccc(O)cc1,2.884056823060945,2.884056823060945,
782,CN(CCCCCCCOc1cc(O)c2c(=O)c3ccccc3oc2c1)Cc1cccc(O)c1,3.143271109617117,3.143271109617117,
783,CN(CCCCCCOc1cc(O)c2c(=O)c3ccccc3oc2c1)Cc1ccc(O)cc1,2.8927900303521312,2.8927900303521312,
784,CN(CCCCCCOc1cc(O)c2c(=O)c3ccccc3oc2c1)Cc1cccc(O)c1,3.1498440775779075,3.1498440775779075,
785,CN(CCCCCOc1cc(O)c2c(=O)c3ccccc3oc2c1)Cc1ccc(O)cc1,2.968995718636463,2.968995718636463,
786,CN(CCCCCOc1cc(O)c2c(=O)c3ccccc3oc2c1)Cc1cccc(O)c1,3.3401788419442946,3.3401788419442946,
787,CN(CCCCOc1cc(O)c2c(=O)c3ccccc3oc2c1)Cc1ccc(O)cc1,3.1879561020697738,3.1879561020697738,
788,CN(CCCCOc1cc(O)c2c(=O)c3ccccc3oc2c1)Cc1cccc(O)c1,3.28241270314454,3.28241270314454,
789,CN(CCCOc1cc(O)c2c(=O)c3ccccc3oc2c1)Cc1ccc(O)cc1,3.2636831920958915,3.2636831920958915,
790,CN(CCc1ccccc1)S(=O)(=O)/C=C/c1ccc(O)c(O)c1,5.167491087293763,5.167491087293763,
791,CN1C(=O)/C(=[N+](/[O-])Cc2ccccc2)c2ccccc21,6.221848749616356,6.221848749616356,
792,CN1C(=O)C2(Nc3ccccc3S2)c2cc(Br)ccc21,2.995678626217358,2.995678626217358,
793,CN1C(=O)C2(Nc3ccccc3S2)c2cc(Cl)ccc21,2.9065783148377653,2.9065783148377653,
794,CN1C(=O)C2(Nc3ccccc3S2)c2cc(OC(F)(F)F)ccc21,2.790484985457369,2.790484985457369,
795,CN1C(=O)C2(Nc3ccccc3S2)c2cc([N+](=O)[O-])ccc21,2.8961962790440428,2.8961962790440428,
796,CN1C(=O)c2ccc(NC(=O)CSc3nc4ccccc4c(=O)n3-c3ccc(S(N)(=O)=O)cc3)cc2C1=O,4.314258261397736,4.314258261397736,
797,CN1C/C(=C/c2ccc(N(C)C)cc2[N+](=O)[O-])C(=O)/C(=C/c2ccc(N(C)C)cc2[N+](=O)[O-])C1,4.735418270761922,4.735418270761922,
798,CN1C/C(=C/c2ccc(N3CCCC3)cc2)C(=O)/C(=C/c2ccc(N3CCCC3)cc2)C1,4.363712747901487,4.363712747901487,
799,CN1CC(O)(c2ccc(-c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)cc2)Sc2ccccc21,4.468521082957745,4.468521082957745,
800,CN1CC(O)(c2ccc(-c3ccc(C(F)(F)F)cc3)cc2)Sc2ccccc21,3.767003889607846,3.767003889607846,
801,CN1CC(O)(c2ccc(-c3ccc(O)cc3)cc2)Sc2ccccc21,4.356547323513812,4.356547323513812,
802,CN1CC(O)(c2ccc(-c3ccccc3)cc2)Oc2ccccc21,3.924453038607469,3.924453038607469,0.0
803,CN1CC(O)(c2ccc(-c3ccccc3)cc2)SC2CCCCC21,3.5670307091255946,3.5670307091255946,
804,CN1CC(O)(c2ccc(-c3ccccc3)cc2)Sc2ccccc21,3.5670307091255946,3.5670307091255946,0.0
805,CN1CC(O)(c2ccc3c(c2)Nc2ccccc2S3)OC2CCCCC21,3.72584215073632,3.72584215073632,
806,CN1CC(O)(c2ccc3c(c2)Nc2ccccc2S3)Oc2ccccc21,3.472370099128661,3.472370099128661,
807,CN1CC(O)(c2ccc3c(c2)Nc2ccccc2S3)Sc2ccccc21,4.113509274827518,4.113509274827518,
808,CN1CC(O)(c2ccccc2)Oc2ccccc21,3.8181564120552274,3.8181564120552274,
809,CN1CC(O)(c2ccccc2)Sc2ccccc21,3.73754891026957,3.73754891026957,
810,CN1CCN(C(=O)Oc2ccc(-c3cc(=O)c4c(O)c(O)c(O)cc4o3)cc2)CC1,4.724228099835068,4.724228099835068,
811,CN1CCN(CC(=O)Nc2nc3ccccc3[nH]2)CC1,3.298211038592596,3.298211038592596,
812,CN1CCN(CCNC(=O)[C@@H](Cc2ccc(O)c(O)c2)OC(=O)/C=C/c2ccc(O)c(O)c2)CC1,5.013228265733755,5.013228265733755,
813,CN1CCN(Cc2c(O)c(O)c(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,4.488517711373999,4.488517711373999,
814,CN1CCOC(O)(c2ccc3c(c2)Nc2ccccc2S3)C1,3.718966632752273,3.718966632752273,
815,CN1N=C(c2ccncc2)CC1c1c(-c2ccccc2)[nH]c2ccccc12,4.027209548676436,4.027209548676436,
816,CN1c2cc(C(=O)c3ccccc3)cc(C(=O)O)c2Nc2cccc(C(N)=O)c21,5.075720713938118,5.075720713938118,0.0
817,CN1c2cc(C=O)cc(C(=O)O)c2Nc2cccc(C(N)=O)c21,4.72584215073632,4.72584215073632,
818,CN1c2cccc(C(N)=O)c2Nc2c(C(=O)c3ccccc3)ccc(C(N)=O)c21,4.460923901207224,4.460923901207224,
819,CNC(=O)/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12,5.1791420105603,5.1791420105603,
820,CNC(=O)CCc1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12,5.1791420105603,5.1791420105603,
821,CNC(=S)NNC(=O)Cn1c(-c2ccc(Cl)cc2)nc2ccccc21,4.522878745280337,4.522878745280337,
822,CNC(=S)NNC(=O)Cn1c(-c2ccc(OC)c(OC)c2)nc2cc(Cl)c(Cl)cc21,4.259637310505756,4.259637310505756,
823,CNC(=S)NNC(=O)Cn1c(-c2ccc(OC)cc2)nc2ccccc21,4.366531544420414,4.366531544420414,
824,CNC(=S)NNC(=O)Cn1c(-c2ccc(OCc3ccccc3)cc2)nc2ccccc21,4.130768280269024,4.130768280269024,
825,CNC(=S)NNC(=O)Cn1c(-c2ccccc2)nc2ccccc21,4.585026652029182,4.585026652029182,
826,CO/C(C(=O)/C=C/c1ccc(O)c(OC)c1)=C(O)\C=C\c1ccc(O)c(OC)c1,4.518557371497695,4.518557371497695,
827,CO/C(C(=O)/C=C/c1ccc(OC)c(OC)c1)=C(O)\C=C\c1ccc(OC)c(OC)c1,4.122053048370812,4.122053048370812,
828,COC(=O)/C(=C\c1ccc(O)c(O)c1)c1c(O)cc(/C=C/c2ccc(O)c(O)c2)oc1=O,5.431798275933005,5.431798275933005,
829,COC(=O)/C=C/c1ccc(O)c(O)c1,5.247764568752791,5.247764568752791,0.6638842143005225
830,COC(=O)/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12,5.1791420105603,5.1791420105603,
831,COC(=O)C1(O)C[C@@H](O)[C@@H](O)[C@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C1,4.730487055782084,4.730487055782084,
832,COC(=O)C1(O)C[C@@H](O)[C@@H](O)[C@H](OC(=O)/C=C\c2ccc(O)c(O)c2)C1,4.732828271596986,4.732828271596986,
833,COC(=O)C1=C(C)N(c2ccc([N+](=O)[O-])cc2)C(C)=C(C(=O)OC)C1c1ccc2c(c1)OCO2,2.5585056443434304,2.5585056443434304,
834,COC(=O)C1=C(C)N(c2cccc([N+](=O)[O-])c2)C(C)=C(C(=O)OC)C1c1ccc2c(c1)OCO2,2.9519207777727967,2.9519207777727967,
835,COC(=O)C1=C(C)N(c2ccccc2)C(C)=C(C(=O)OC)C1c1ccc2c(c1)OCO2,2.890695208996549,2.890695208996549,
836,COC(=O)C1=C(C)N(c2ccccc2[N+](=O)[O-])C(C)=C(C(=O)OC)C1c1ccc2c(c1)OCO2,2.2969520670082346,2.2969520670082346,
837,COC(=O)C1=C(C)NC(=O)NC1c1ccc(O)c(OC)c1,4.7651285414372975,4.7651285414372975,
838,COC(=O)C1=C(C)NC(=O)NC1c1ccc(O)cc1,4.921869569197436,4.921869569197436,
839,COC(=O)C1=C(C)NC(=O)NC1c1ccc(OC)cc1,3.940459300800111,3.940459300800111,
840,COC(=O)C1=C(C)NC(=O)NC1c1ccc([N+](=O)[O-])cc1,4.020606432887835,4.020606432887835,
841,COC(=O)C1=C(C)NC(=O)NC1c1cccc([N+](=O)[O-])c1,4.031689869652293,4.031689869652293,
842,COC(=O)C1=C(C)NC(=O)NC1c1ccccc1,3.937688829217676,3.937688829217676,
843,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc2c(c1)OCO2,2.757285435019829,2.757285435019829,
844,COC(=O)C1OC(=O)c2cc(O)c(O)c3oc(=O)c(CC(=O)O)c1c23,5.113509274827518,5.113509274827518,
845,COC(=O)CC1=CC(=O)[C@H](c2c(O)cc(/C=C/c3ccc(O)c(O)c3)oc2=O)[C@@H](c2ccc(O)c(O)c2)O1,5.1249387366083,5.1249387366083,
846,COC(=O)CCC(c1c(O)cc(/C=C/c2ccc(O)c(O)c2)oc1=O)c1c(O)cc(/C=C/c2ccc(O)c(O)c2)oc1=O,4.020907099361674,4.020907099361674,
847,COC(=O)CCCc1nc2ccccc2c(=O)[nH]1.Cl,0.1123826996642645,0.1123826996642645,
848,COC(=O)CCc1ccc(O)c(O)c1,3.083452359232534,3.083452359232534,
849,COC(=O)CCc1nc2ccccc2c(=O)[nH]1.Cl,0.0644927341752872,0.0644927341752872,
850,COC(=O)C[C@@H]1c2cc(O)c(O)cc2Oc2cc(O)c3c(c21)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C3,5.1487416512809245,5.1487416512809245,
851,COC(=O)C[C@H]1c2cc(O)c(O)cc2Oc2cc(O)c3c(c21)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C3,5.173925197299173,5.173925197299173,
852,COC(=O)Cc1c2c3c(cc(O)c(O)c3oc1=O)C(=O)OC2,5.096910013008056,5.096910013008056,
853,COC(=O)Cc1cc(O)cc2oc(-c3cc(O)c(O)c(O)c3)cc(=O)c12,3.813252673153574,3.813252673153574,
854,COC(=O)Cc1cc(O)cc2oc(-c3cc(O)ccc3O)cc(=O)c12,3.458458196846744,3.458458196846744,
855,COC(=O)Cc1cc(O)cc2oc(-c3ccc(Cl)c(F)c3)cc(=O)c12,3.76954341466908,3.76954341466908,
856,COC(=O)Cc1cc(O)cc2oc(-c3ccc(O)c(O)c3)cc(=O)c12,3.835525201927494,3.835525201927494,
857,COC(=O)Cc1cc(O)cc2oc(-c3ccc(O)cc3O)cc(=O)c12,3.756255247032024,3.756255247032024,
858,COC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12,4.907630300370879,4.907630300370879,
859,COC(=O)[C@@H](Cc1ccc(O)c(O)c1)NC(=O)/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12,5.4089353929735005,5.4089353929735005,
860,COC(=O)[C@@H](Cc1ccc(O)c(O)c1)NC(=O)/C=C/c1ccc(OC)c2oc(-c3ccc(O)c(O)c3)cc12,5.021363051615525,5.021363051615525,
861,COC(=O)[C@@H](N)CS.Cl,3.910094888560602,3.910094888560602,
862,COC(=O)[C@@H]1c2c(oc3cc(CO)cc(O)c3c2=O)C=C[C@H]1O,4.769551078621726,4.769551078621726,
863,COC(=O)[C@@]1(O)C[C@@H](O)[C@H](O)[C@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C1,4.265168179362418,4.265168179362418,
864,COC(=O)[C@H](C)NC(=O)/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12,4.922632094715843,4.922632094715843,
865,COC(=O)[C@H](CCSC)NC(=O)/C=C/c1ccc(O)c(O)c1,4.6020599913279625,4.6020599913279625,
866,COC(=O)[C@H](CCSC)NC(=O)Cc1ccc(O)c(O)c1,4.318758762624412,4.318758762624412,
867,COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(OC)c(O)c(OC)c1,4.119186407719209,4.119186407719209,
868,COC(=O)[C@H](CS)NC(=O)/C=C/c1ccc(O)c(O)c1,4.657577319177793,4.657577319177793,
869,COC(=O)[C@H](CS)NC(=O)/C=C/c1ccc(O)c(OC)c1,4.075720713938118,4.075720713938118,
870,COC(=O)[C@H](CS)NC(=O)/C=C/c1ccc(O)cc1,3.8297382846050425,3.8297382846050425,
871,COC(=O)[C@H](CS)NC(=O)/C=C/c1cccc(O)c1,3.7328282715969854,3.7328282715969854,
872,COC(=O)[C@H](CS)NC(=O)/C=C/c1ccccc1O,3.823908740944319,3.823908740944319,
873,COC(=O)[C@H](CS)NC(=O)Cc1ccc(O)c(O)c1,4.537602002101044,4.537602002101044,
874,COC(=O)[C@H](CS)NC(=O)Cc1ccc(O)c(OC)c1,4.086186147616283,4.086186147616283,
875,COC(=O)[C@H](CS)NC(=O)c1cc(OC)c(O)c(OC)c1,3.8446639625349386,3.8446639625349386,
876,COC(=O)[C@H](Cc1ccc(O)c(O)c1)NC(=O)/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12,5.056011124926228,5.056011124926228,
877,COC(=O)[C@H](Cc1ccc(O)c(O)c1)NC(=O)/C=C/c1ccc(OC)c2oc(-c3ccc(O)c(O)c3)cc12,5.139063379299906,5.139063379299906,
878,COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)/C=C/c1ccc(O)c(O)c1,4.522878745280337,4.522878745280337,
879,COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12,4.325598187154719,4.325598187154719,
880,COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)Cc1ccc(O)c(O)c1,4.356547323513812,4.356547323513812,
881,COC(=O)[C@H](Cc1ccccc1)NC(=O)/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12,5.062482107982653,5.062482107982653,
882,COC(=O)[C@H]1CC(=O)c2oc(=O)c3cc(O)c(O)c(O)c3c21,5.221848749616356,5.221848749616356,
883,COC(=O)[C@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@@H](O)[C@@H]1O,4.380906669373258,4.380906669373258,
884,COC(=O)[C@H]1O[C@@H](Oc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)[C@H](O)[C@@H](O)[C@@H]1O,4.1598939055432425,4.1598939055432425,
885,COC(=O)[C@]1(Cc2ccc(O)c(CC=C(C)C)c2)OC(=O)C(OC)=C1c1ccc(O)cc1,3.903263739537532,3.903263739537532,
886,COC(=O)[C@]1(O)C[C@@H](O)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C1,4.889410289700751,4.889410289700751,
887,COC(=O)[C@]1(O)C[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)C1,4.958607314841775,4.958607314841775,
888,COC(=O)c1cc(-c2csc(N/N=C/c3ccc(Cl)cc3Cl)n2)ccc1OCc1ccccc1,3.7610010013845656,3.7610010013845656,
889,COC(=O)c1cc(-c2csc(N/N=C/c3cccs3)n2)ccc1OCc1ccccc1,4.203654668335263,4.203654668335263,
890,COC(=O)c1cc(=O)[nH]c2ccc(O)cc12,3.779740197017335,3.779740197017335,
891,COC(=O)c1cc(O)c(O)c(O)c1,4.623961277455563,4.678818278247357,0.2305341730638093
892,COC(=O)c1cc(O)c(O)c(OC)c1,3.9336740746379615,3.9336740746379615,
893,COC(=O)c1cc(O)c(O)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1,4.876703827354686,4.876703827354686,
894,COC(=O)c1cc(O)c(O)c(O[C@@H]2O[C@H](COC(=O)c3cc(O)c(O)c(O)c3)[C@@H](O)[C@H](O)[C@H]2O)c1,5.007402303897962,5.007402303897962,
895,COC(=O)c1cc(OC)c(OC)c(OC)c1,3.004114829020379,3.004114829020379,
896,COC(=O)c1ccc(/C=N/NC(=O)c2ccc(-c3nc4cccc(C)c4[nH]3)cc2)cc1,3.795554418566932,3.795554418566932,
897,COC(=O)c1ccc(COc2c(OC)ccc3cc4[n+](cc23)CCc2cc3c(cc2-4)OCO3)cc1.[Br-],2.275724130399211,2.275724130399211,
898,COC(=O)c1ccc2c(c1)OCCO2,4.058389197846366,4.058389197846366,
899,COC(c1ccc(O)cc1)[C@H]1CO[C@@H](c2ccc(O)cc2)[C@@H]1CO,3.5511391543925592,3.5511391543925592,
900,COC1(C)Cc2c(C(C)=O)c(O)c3ccccc3c2O1,3.9371511288913066,3.9371511288913066,
901,COC1=CC(=O)C=C(Br)C1OC(C)=O,4.340939927759062,4.340939927759062,
902,COC1=Cc2c(cc(O)c3cc(C)c(OC)cc23)C(C)(C)C1=O,4.030817140767739,4.030817140767739,
903,COCCCNC(=C\C(=O)/C=C/c1ccc(O)c(OC)c1)/C=C/c1ccc(O)c(OC)c1,4.530177984021837,4.530177984021837,
904,COCCCNC(=C\C(=O)/C=C/c1ccc(O)cc1)/C=C/c1ccc(O)cc1,3.884722408604099,3.884722408604099,
905,COCCN(CC1CCCN(C2Cc3ccccc3C2)C1)C(=O)c1cc([N+](=O)[O-])c2cccnc2c1O,2.4623319901541683,2.4623319901541683,
906,COCCN(CC1CCCN(C2Cc3ccccc3C2)C1)C(=O)c1ccc2cccnc2c1O,2.4505062867849867,2.4505062867849867,
907,COCCN(CC1CCN(Cc2nc3ccccc3o2)CC1)C(=O)c1cc([N+](=O)[O-])c2cccnc2c1O,3.113340102138797,3.113340102138797,
908,COCCN(CC1CCN(Cc2nc3ccccc3s2)CC1)C(=O)c1cc([N+](=O)[O-])c2cccnc2c1O,2.3827479669092035,2.3827479669092035,
909,COCCNC(=C\C(=O)/C=C/c1ccc(O)c(OC)c1)/C=C/c1ccc(O)c(OC)c1,4.563837352959244,4.563837352959244,
910,COCO[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H]1C,3.8291517963566895,3.8291517963566895,
911,COCO[C@H]1[C@H](O)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@H]2O)[C@H](Oc2cc(O)c3c(c2)O[C@@H](c2ccc(O)cc2)CC3=O)O[C@@H]1CO,4.24184537803261,4.24184537803261,
912,COCc1c(Br)c(O)c(O)c(Br)c1Br,4.809668301829708,4.809668301829708,
913,COCc1c(Br)c(O)c(O)c(Br)c1Cc1c(Br)c(O)c(O)c(Br)c1Br,4.978810700930062,4.978810700930062,
914,COCc1cc(O)c(Cc2cc(O)c(Cc3cc(O)ccc3O)cc2O)cc1O,5.585026652029182,5.585026652029182,
915,COCc1cc(O)c(Cc2cc(O)ccc2O)cc1O,5.200659450546418,5.200659450546418,
916,COCc1cc(O)cc(Cl)c1O,5.070581074285707,5.070581074285707,
917,COCc1cc(O)ccc1O,5.008773924307505,5.008773924307505,
918,COCc1ccccc1-c1c(C)nn(-c2ccccc2)c1OC,4.186999793145495,4.186999793145495,
919,CO[C@@H](c1ccc(O)cc1)[C@H](Oc1ccc(/C=C/c2cc(O)c3c(c2)OC(C)(C)CC3)cc1)c1cc(O)c(CC=C(C)C)c(O)c1,3.7331335587788192,3.7331335587788192,
920,CO[C@@H](c1ccc(O)cc1)[C@H]1c2cc(O)cc(O)c2[C@@H](c2cc(O)cc(O)c2)[C@@H]1c1ccc(O)cc1,4.175874166083451,4.175874166083451,
921,CO[C@@H]1Oc2c(O)c(Br)cc3c2-c2c1cc(Br)c(O)c2O[C@H]3OC,4.82102305270683,4.82102305270683,
922,CO[C@@H]1c2c(O)cc(C)c(O)c2C(=O)[C@@H]2C[C@H](O)C[C@H](O)[C@@H]12,4.522878745280337,4.522878745280337,
923,CO[C@@]12O[C@H](C)[C@@H](C)C1=C(C)C(=O)C1=C2Oc2cc(O)c(C)c3c2[C@H]1O[C@H](C)[C@H]3C,3.535659515372333,3.535659515372333,
924,CO[C@H](c1ccc(O)cc1)[C@H]1c2cc(O)cc(O)c2[C@@H](c2cc(O)cc(O)c2)[C@@H]1c1ccc(O)cc1,4.050122295963125,4.050122295963125,
925,CO[C@]1(O[C@@H](CCC(C)(C)O)[C@](C)(O)[C@H]2CC[C@@]3(O)C4=CC(=O)[C@@H]5C[C@@H](O)[C@@H](O)C[C@]5(C)[C@H]4CC[C@]23C)COC[C@@H](O)[C@@H](O)[C@H]1O,3.5615336000589046,3.5615336000589046,
926,COc1c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(OCCN3CCCC3)c2c1=O.Cl,4.567993312730402,4.567993312730402,
927,COc1c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(OCCN3CCCCC3)c2c1=O.Cl,4.489186989487504,4.489186989487504,
928,COc1c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(OCCN3CCOCC3)c2c1=O.Cl,4.634886568372423,4.634886568372423,
929,COc1c(-c2cc(O)c(O)c(O)c2)oc2cc(OCCN3CCCC3)cc(O)c2c1=O.Cl,4.774949303861951,4.774949303861951,
930,COc1c(-c2cc(O)c(O)c(O)c2)oc2cc(OCCN3CCCCC3)cc(O)c2c1=O.Cl,4.579714115058082,4.579714115058082,
931,COc1c(-c2cc(O)c(O)c(O)c2)oc2cc(OCCN3CCOCC3)cc(O)c2c1=O.Cl,4.585360853262991,4.585360853262991,
932,COc1c(-c2ccc(C#N)cc2)c(C)nn1-c1ccccc1,3.838305650766104,3.838305650766104,
933,COc1c(-c2ccc(C)cc2)c(C)nn1-c1ccccc1,4.1751585282463,4.1751585282463,
934,COc1c(-c2ccc(F)cc2)c(C)nn1-c1ccccc1,3.894769216047108,3.894769216047108,
935,COc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c2c1=O,4.848630149752539,4.848630149752539,0.0
936,COc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(OCCN3CCCC3)c2c1=O.Cl,4.075720713938118,4.075720713938118,
937,COc1c(-c2ccc(O)c(O)c2)oc2cc(OC3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)cc(O)c2c1=O,4.772370350428991,4.772370350428991,
938,COc1c(-c2ccc(O)c(O)c2)oc2cc(OCC(=O)OC[C@@H]3OC(O)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c2c1=O,4.704652851666382,4.704652851666382,
939,COc1c(-c2ccc(O)c(O)c2)oc2cc(OCCN3CCCC3)cc(O)c2c1=O.Cl,4.724228099835068,4.724228099835068,
940,COc1c(-c2ccc(O)c(O)c2)oc2cc(OCCN3CCCCC3)cc(O)c2c1=O.Cl,4.6831912479469775,4.6831912479469775,
941,COc1c(-c2ccc(O)c(O)c2)oc2cc(OCCN3CCOCC3)cc(O)c2c1=O.Cl,4.326426203576949,4.326426203576949,
942,COc1c(-c2ccc(O)c(O)c2)oc2cc(OCCOC[C@@H]3OC(O)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c2c1=O,4.805763251276171,4.805763251276171,
943,COc1c(-c2ccc(O)cc2)c(C)nn1-c1ccccc1,3.879070882229109,3.879070882229109,
944,COc1c(-c2ccc3ccccc3c2)c(C)nn1-c1ccccc1,3.768642565817836,3.768642565817836,
945,COc1c(-c2cccc(C)c2)c(C)nn1-c1ccccc1,4.023063408969635,4.023063408969635,
946,COc1c(-c2ccccc2)c(C)nn1-c1ccccc1,3.914242191046809,3.914242191046809,
947,COc1c(-c2ccccc2)oc2c(ccc3occc32)c1=O,2.373454340972871,2.373454340972871,
948,COc1c(-c2ccsc2)c(C)nn1-c1ccccc1,3.9537273076011408,3.9537273076011408,
949,COc1c(-c2csc3ccccc23)c(C)nn1-c1ccccc1,3.800941788255983,3.800941788255983,
950,COc1c(Br)c(C)nn1-c1ccccc1,3.858942366113221,3.858942366113221,
951,COc1c(C(=O)/C=C(\O)c2ccccc2)ccc2occc12,1.9340470196861304,1.9340470196861304,
952,COc1c(C(=O)NC(C)c2ccccc2)c(C)nn1-c1ccccc1,4.094522539122257,4.094522539122257,
953,COc1c(C(=O)NCc2ccc(Cl)cc2)c(C)nn1-c1ccccc1,4.345188369807202,4.345188369807202,
954,COc1c(C(=O)NCc2ccccc2)c(C)nn1-c1ccccc1,4.133582687460496,4.133582687460496,
955,COc1c(C(=O)O)c(C)nn1-c1ccccc1,4.154474080559528,4.154474080559528,
956,COc1c(C(C)C)cc2c(c1O)[C@@]1(CO)CCCC(C)(C)[C@@H]1CC2,4.078833949362261,4.078833949362261,
957,COc1c(CC=C(C)C)c(O)c([C@H](CC(C)C)c2c(O)c(CC=C(C)C)c(O)c(C(C)=O)c2O)c(O)c1C(C)=O,3.3071530807227703,3.3071530807227703,
958,COc1c(O)c(O)cc2oc(-c3ccc(O)cc3)cc(=O)c12,4.5398541825082495,4.5398541825082495,
959,COc1c(O)cc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1O,5.721246399047171,5.721246399047171,
960,COc1c(O)cc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](OC(C)=O)[C@@H](O)[C@H]2O)cc1O,5.657577319177793,5.657577319177793,
961,COc1c(O)cc(CCc2ccccc2)cc1O,3.8138916201867934,3.8138916201867934,
962,COc1c(O)cc([C@H]2Oc3cc(O)cc(O)c3C(=O)[C@@H]2O[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@@H]2O[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@@H]2O)cc1O,4.553944613968053,4.553944613968053,
963,COc1c(O)cc([C@H]2Oc3cc(O)cc(O)c3C[C@@H]2O)cc1O,5.095609079987638,5.095609079987638,
964,COc1c(O)cc2c(c1O)C(=O)C1=C(C2=O)C(C)(C)[C@H](C)O1,4.339893778276756,4.339893778276756,
965,COc1c(O)cc2oc(-c3cc(O)cc(O)c3)cc2c1CC=C(C)C,4.91710696671182,4.91710696671182,
966,COc1c(O)cc2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c2c1O,4.567287194874613,4.567287194874613,
967,COc1c(O)cc2oc(-c3ccc(O)c(O)c3)c(OC)c(=O)c2c1O,4.446032063741619,4.446032063741619,
968,COc1c(O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O,4.625801742070918,4.625801742070918,
969,COc1c(O)cccc1CCc1cc(O)cc(O)c1,3.74615819519164,3.74615819519164,
970,COc1c(O)cccc1O,4.001740661576301,4.001740661576301,
971,COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c2c1O,4.681248186142888,4.681248186142888,
972,COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c1O,4.593425758589445,4.593425758589445,
973,COc1c(O[C@@H]2O[C@H](COC(=O)C(C)C)[C@@H](O)[C@H](O)[C@H]2O)cc2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c2c1O,4.596330520644719,4.596330520644719,
974,COc1c(O[C@@H]2O[C@H](COC(=O)CC(C)C)[C@@H](O)[C@H](O)[C@H]2O)cc2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c2c1O,4.606969102485585,4.606969102485585,
